enteredby,2023-2024,bill.no,org,support.lvl,sponsor
Ortiz,2023-2024,AB-2910,NAIOP ,3,0
Ortiz,2023-2024,AB-2910,Southern California Rental Housing Association,3,0
Ortiz,2023-2024,AB-2910,Structural Engineers Association of California,3,0
Ortiz,2023-2024,AB-2910,Valley Industry and Commerce Association ,3,0
Ortiz,2023-2024,AB-346,California Apartment Association,3,0
Ortiz,2023-2024,AB-346,California Coalition for Rural Housing,3,0
Ortiz,2023-2024,AB-346,California Housing Consortium,3,0
Ortiz,2023-2024,AB-346,California Housing Partnership ,3,1
Ortiz,2023-2024,AB-346,City and County of San Francisco,3,0
Ortiz,2023-2024,AB-346,Community Corporation of Santa Monica,3,0
Ortiz,2023-2024,AB-346,Community Housing Improvement Program,3,0
Ortiz,2023-2024,AB-346,Community Housing Works,3,0
Ortiz,2023-2024,AB-346,Danco Communities,3,0
Ortiz,2023-2024,AB-346,EAH Housing,3,0
Ortiz,2023-2024,AB-346,East Bay Asian Local Development Corporation,3,0
Ortiz,2023-2024,AB-346,East Bay Housing Organizations,3,0
Ortiz,2023-2024,AB-346,Eden Housing,3,0
Ortiz,2023-2024,AB-346,Housing Authority of The City of Santa Barbara,3,0
Ortiz,2023-2024,AB-346,Housing California,3,0
Ortiz,2023-2024,AB-346,Jamboree Housing Corporation,3,0
Ortiz,2023-2024,AB-346,Many Mansions,3,0
Ortiz,2023-2024,AB-346,MidPen Housing Corporation,3,0
Ortiz,2023-2024,AB-346,Resources for Community Development,3,0
Ortiz,2023-2024,AB-346,San Diego Housing Federation,3,0
Ortiz,2023-2024,AB-346,San Francisco Housing Accelerator Fund,3,0
Ortiz,2023-2024,AB-346,San Joaquin Valley Housing Collaborative,3,0
Ortiz,2023-2024,AB-346,Southern California Association of Non-Profit Housing,3,0
Ortiz,2023-2024,AB-346,Wakeland Housing and Development Corporation,3,0
Ortiz,2023-2024,AB-821,California Apartment Association,3,0
Ortiz,2023-2024,AB-821,California Housing Consortium,3,0
Ortiz,2023-2024,AB-821,California YIMBY,3,0
Ortiz,2023-2024,AB-821,CBIA,3,0
Ortiz,2023-2024,AB-821,Circulate San Diego,3,0
Ortiz,2023-2024,AB-821,City of Pleasanton,0,0
Ortiz,2023-2024,AB-821,City of San Marcos,0,0
Ortiz,2023-2024,AB-821,CivicWell,3,0
Ortiz,2023-2024,AB-821,Council of Infill Builders,3,0
Ortiz,2023-2024,AB-821,East Bay YIMBY,3,0
Ortiz,2023-2024,AB-821,Eden Housing,3,0
Ortiz,2023-2024,AB-821,"Facebook, Inc.",3,0
Ortiz,2023-2024,AB-821,"Fieldstead and Company, INC.",3,0
Ortiz,2023-2024,AB-821,Grow the Richmond,3,0
Ortiz,2023-2024,AB-821,Habitat for Humanity California,3,0
Ortiz,2023-2024,AB-821,How to ADU,3,0
Ortiz,2023-2024,AB-821,Marin County Council of Mayors and Council Members,0,0
Ortiz,2023-2024,AB-821,Meta,3,0
Ortiz,2023-2024,AB-821,Mountain View YIMBY,3,0
Ortiz,2023-2024,AB-821,Napa-Solano for Everyone,3,0
Ortiz,2023-2024,AB-821,Northern Neighbors,3,0
Ortiz,2023-2024,AB-821,Peninsula for Everyone,3,0
Ortiz,2023-2024,AB-821,People for Housing Orange County,3,0
Ortiz,2023-2024,AB-821,Progress Noe Valley,3,0
Ortiz,2023-2024,AB-821,San Francisco YIMBY,3,0
Ortiz,2023-2024,AB-821,Sand Hill Property Company,3,0
Ortiz,2023-2024,AB-821,Santa Cruz YIMBY,3,0
Ortiz,2023-2024,AB-821,Santa Rosa YIMBY,3,0
Ortiz,2023-2024,AB-821,SLO County YIMBY,3,0
Ortiz,2023-2024,AB-821,South Bay YIMBY,3,0
Ortiz,2023-2024,AB-821,Southside Forward,3,0
Ortiz,2023-2024,AB-821,SPUR,3,1
Ortiz,2023-2024,AB-821,Ventura County YIMBY,3,0
Ortiz,2023-2024,AB-821,YIMBY Action,3,0
Ortiz,2023-2024,AB-821,YIMBY Law,3,0
Ortiz,2023-2024,AB-932,Bay Area Council,3,0
Schauble,2023-2024,AB-1801,East Bay Leadership Council,3,0
Schauble,2023-2024,AB-2396,All Home,3,0
Schauble,2023-2024,AB-2396,Brilliant Corners,3,0
Schauble,2023-2024,AB-2396,California Housing Partnership,3,0
Schauble,2023-2024,AB-2396,Corporation for Supportive Housing,3,0
Schauble,2023-2024,AB-2396,East Bay Housing Organizations,3,0
Schauble,2023-2024,AB-2396,Housing California,3,1
Schauble,2023-2024,AB-2396,LeadingAge California,3,0
Schauble,2023-2024,AB-2396,National Alliance to End Homelessness,3,0
Schauble,2023-2024,AB-2396,National Housing Law Project,3,0
Schauble,2023-2024,AB-2396,San Francisco Bay Area Planning and Urban Research Association,3,0
Schauble,2023-2024,AB-2396,The People Concern,3,0
Schauble,2023-2024,AB-2396,The United Way of Greater Los Angeles,3,0
Schauble,2023-2024,AB-2396,United Ways of California,3,0
Schauble,2023-2024,AB-2694,LeadingAge California,3,1
Schauble,2023-2024,AB-519,City of San Marcos,3,0
Schauble,2023-2024,AB-519,City of Thousand Oaks,3,0
Schauble,2023-2024,AB-519,LeadingAge California,3,0
Schauble,2023-2024,AB-519,Livable California,3,0
Schauble,2023-2024,AB-846,52nd District,3,0
Schauble,2023-2024,AB-846,ACCE,3,0
Schauble,2023-2024,AB-846,AIDS Healthcare Foundation,3,0
Schauble,2023-2024,AB-846,All Rise Alameda,3,0
Schauble,2023-2024,AB-846,Bay Area Legal Aid,3,0
Schauble,2023-2024,AB-846,Building the Base Face to Face,3,0
Schauble,2023-2024,AB-846,California Council for Affordable Housing,0,0
Schauble,2023-2024,AB-846,California Democratic Party,3,0
Schauble,2023-2024,AB-846,California Democratic Renters Council,3,0
Schauble,2023-2024,AB-846,California Rural Legal Assistance Foundation,3,1
Schauble,2023-2024,AB-846,Change Begins With Me,3,0
Schauble,2023-2024,AB-846,Cloverdale Indivisible,3,0
Schauble,2023-2024,AB-846,Contra Costa MoveOn,3,0
Schauble,2023-2024,AB-846,Defending Our Future: Indivisible in Ca,3,0
Schauble,2023-2024,AB-846,Disability Rights California,3,0
Schauble,2023-2024,AB-846,East Valley Indivisibles,3,0
Schauble,2023-2024,AB-846,El Cerrito Progressives,3,0
Schauble,2023-2024,AB-846,Feminists in Action Los Angeles,3,0
Schauble,2023-2024,AB-846,Hillcrest Indivisible,3,0
Schauble,2023-2024,AB-846,Housing California,0,0
Schauble,2023-2024,AB-846,Housing Now! CA,3,0
Schauble,2023-2024,AB-846,Indi Squared,3,0
Schauble,2023-2024,AB-846,Indian Valley Indivisibles,3,0
Schauble,2023-2024,AB-846,Indivisible 30/keep Sherman Accountable,3,0
Schauble,2023-2024,AB-846,Indivisible 36,3,0
Schauble,2023-2024,AB-846,Indivisible 41,3,0
Schauble,2023-2024,AB-846,Indivisible Auburn CA,3,0
Schauble,2023-2024,AB-846,Indivisible Beach Cities,3,0
Schauble,2023-2024,AB-846,Indivisible CA State Strong,3,0
Schauble,2023-2024,AB-846,Indivisible CA-25 Simi Valley Porter Ranch,3,0
Schauble,2023-2024,AB-846,Indivisible CA-29,3,0
Schauble,2023-2024,AB-846,Indivisible CA-3,3,0
Schauble,2023-2024,AB-846,Indivisible CA-37,3,0
Schauble,2023-2024,AB-846,Indivisible CA-39,3,0
Schauble,2023-2024,AB-846,Indivisible CA-43,3,0
Schauble,2023-2024,AB-846,Indivisible CA-7,3,0
Schauble,2023-2024,AB-846,Indivisible Claremont/inland Valley,3,0
Schauble,2023-2024,AB-846,Indivisible Colusa County,3,0
Schauble,2023-2024,AB-846,Indivisible East Bay,3,0
Schauble,2023-2024,AB-846,Indivisible El Dorado Hills,3,0
Schauble,2023-2024,AB-846,Indivisible Elmwood,3,0
Schauble,2023-2024,AB-846,Indivisible Euclid,3,0
Schauble,2023-2024,AB-846,Indivisible Lorin,3,0
Schauble,2023-2024,AB-846,Indivisible Los Angeles,3,0
Schauble,2023-2024,AB-846,Indivisible Manteca,3,0
Schauble,2023-2024,AB-846,Indivisible Marin,3,0
Schauble,2023-2024,AB-846,Indivisible Media City Burbank,3,0
Schauble,2023-2024,AB-846,Indivisible Mendocino,3,0
Schauble,2023-2024,AB-846,Indivisible Normal Heights,3,0
Schauble,2023-2024,AB-846,Indivisible North San Diego County,3,0
Schauble,2023-2024,AB-846,Indivisible OC 46,3,0
Schauble,2023-2024,AB-846,Indivisible OC 48,3,0
Schauble,2023-2024,AB-846,Indivisible Petaluma,3,0
Schauble,2023-2024,AB-846,Indivisible Sacramento,3,0
Schauble,2023-2024,AB-846,Indivisible San Bernardino,3,0
Schauble,2023-2024,AB-846,Indivisible San Fransisco ,3,0
Schauble,2023-2024,AB-846,Indivisible San Fransisco Peninsula and CA-14 ,3,0
Schauble,2023-2024,AB-846,Indivisible San Jose,3,0
Schauble,2023-2024,AB-846,Indivisible San Pedro,3,0
Schauble,2023-2024,AB-846,Indivisible Santa Barbara,3,0
Schauble,2023-2024,AB-846,Indivisible Santa Cruz County,3,0
Schauble,2023-2024,AB-846,Indivisible Sausalito,3,0
Schauble,2023-2024,AB-846,Indivisible Sebastopol,3,0
Schauble,2023-2024,AB-846,Indivisible Sonoma County,3,0
Schauble,2023-2024,AB-846,Indivisible South Bay LA,3,0
Schauble,2023-2024,AB-846,Indivisible Stanislaus,3,0
Schauble,2023-2024,AB-846,Indivisible Suffragists,3,0
Schauble,2023-2024,AB-846,Indivisible Ventura,3,0
Schauble,2023-2024,AB-846,Indivisible Westside LA,3,0
Schauble,2023-2024,AB-846,Indivisible Windsor,3,0
Schauble,2023-2024,AB-846,Indivisible YOLO,3,0
Schauble,2023-2024,AB-846,Indivisible: San Diego Central,3,0
Schauble,2023-2024,AB-846,Indivisibles of Sherman Oaks,3,0
Schauble,2023-2024,AB-846,Leadership Counsel for Justice & Accountability,3,0
Schauble,2023-2024,AB-846,Livermore Indivisible,3,0
Schauble,2023-2024,AB-846,Mill Valley Community Action Network,3,0
Schauble,2023-2024,AB-846,Mountain Progressives,3,0
Schauble,2023-2024,AB-846,Movement Legal,3,0
Schauble,2023-2024,AB-846,National Housing Law Project,3,0
Schauble,2023-2024,AB-846,Nothing Rhymes With Orange,3,0
Schauble,2023-2024,AB-846,Orchard City Indivisible,3,0
Schauble,2023-2024,AB-846,Orinda Progressive Action Alliance,3,0
Schauble,2023-2024,AB-846,Our Revolution Long Beach,3,0
Schauble,2023-2024,AB-846,Pico California,3,0
Schauble,2023-2024,AB-846,Power CA Action,3,0
Schauble,2023-2024,AB-846,Public Advocates,3,1
Schauble,2023-2024,AB-846,Public Interest Law Project,3,0
Schauble,2023-2024,AB-846,RiseUp,3,0
Schauble,2023-2024,AB-846,Rooted in Resistance,3,0
Schauble,2023-2024,AB-846,Ross Valley Indivisible,3,0
Schauble,2023-2024,AB-846,San Diego Indivisible Downtown,3,0
Schauble,2023-2024,AB-846,SFV Indivisible,3,0
Schauble,2023-2024,AB-846,Southern California Association of Non-Profit Housing,0,0
Schauble,2023-2024,AB-846,Tehama Indivisible,3,0
Schauble,2023-2024,AB-846,Tenants Together,3,0
Schauble,2023-2024,AB-846,The Resistance Northridge,3,0
Schauble,2023-2024,AB-846,Together We Will Contra Costa,3,0
Schauble,2023-2024,AB-846,Together We Will/Indivisible - Los Gatos,3,0
Schauble,2023-2024,AB-846,Vallejo-Benicia Indivisible,3,0
Schauble,2023-2024,AB-846,Venice Resistance,3,0
Schauble,2023-2024,AB-846,Western Center on Law and Poverty,3,1
Schauble,2023-2024,AB-846,Women's Alliance Los Angeles,3,0
Schauble,2023-2024,AB-846,Yalla Indivisible,3,0
Schauble,2023-2024,SB-18,All Mission Indian Housing Authority,3,0
Schauble,2023-2024,SB-18,Big Pine Paiute Tribe of the Owens Valley,3,0
Schauble,2023-2024,SB-18,Big Valley Band of Pomo Indians,3,0
Schauble,2023-2024,SB-18,Cahto Tribe of The Laytonville Rancheria,3,0
Schauble,2023-2024,SB-18,California Coalition for Rural Housing,3,0
Schauble,2023-2024,SB-18,California Housing Partnership ,3,0
Schauble,2023-2024,SB-18,California Tribal Business Alliance,3,0
Schauble,2023-2024,SB-18,Campo Band of Mission Indians,3,0
Schauble,2023-2024,SB-18,Cher-Ae Heights Indian Community of the Trinidad Rancheria,3,0
Schauble,2023-2024,SB-18,City of Sacramento,3,0
Schauble,2023-2024,SB-18,County of Mendocino,3,0
Schauble,2023-2024,SB-18,Dry Creek Rancheria Band of Pomo Indians,3,0
Schauble,2023-2024,SB-18,Fort Independence Indian Community,3,0
Schauble,2023-2024,SB-18,Guidiville Rancheria of California,3,0
Schauble,2023-2024,SB-18,Habematolel Pomo of Upper Lake,3,0
Schauble,2023-2024,SB-18,Habitat for Humanity Merced/Stanislaus County,3,0
Schauble,2023-2024,SB-18,Housing California,3,0
Schauble,2023-2024,SB-18,Manchester Point Arena Band of Pomo Indians,3,0
Schauble,2023-2024,SB-18,Middletown Rancheria of Pomo Indians of CA,3,0
Schauble,2023-2024,SB-18,Mosaic Urban Development,3,0
Schauble,2023-2024,SB-18,Non-Profit Housing Association of Northern California,3,0
Schauble,2023-2024,SB-18,North Fork Rancheria Indian Housing Authority,3,0
Schauble,2023-2024,SB-18,Northern Circle Indian Housing Authority,3,0
Schauble,2023-2024,SB-18,Pala Housing Resource Center,3,0
Schauble,2023-2024,SB-18,Rincon Band of Luiseño Indians,3,0
Schauble,2023-2024,SB-18,Round Valley Indian Housing Authority,3,0
Schauble,2023-2024,SB-18,Rural Communities Housing Development Corporation,3,0
Schauble,2023-2024,SB-18,Rural Community Assistance Corporation,3,0
Schauble,2023-2024,SB-18,Scotts Valley Band of Pomo Indians,3,0
Schauble,2023-2024,SB-18,Sherwood Valley Band of Pomo Indians,3,0
Schauble,2023-2024,SB-18,Tule River Tribe,3,0
Schauble,2023-2024,SB-18,Wilton Rancheria,3,0
Schauble,2023-2024,SB-18,Yurok Tribe,3,0
Schauble,2023-2024,SB-239,California Apartment Association,3,0
Schauble,2023-2024,SB-239,California Environmental Voters  ,0,0
Schauble,2023-2024,SB-239,"California Labor Federation, AFL-CIO",0,0
Schauble,2023-2024,SB-239,Center for Biological Diversity,0,0
Schauble,2023-2024,SB-239,Center for Community Action and Environmental Justice,0,0
Schauble,2023-2024,SB-239,Earthjustice,0,0
Schauble,2023-2024,SB-239,Judicial Council of California,0,0
Schauble,2023-2024,SB-239,Mission Street Neighbors,0,0
Schauble,2023-2024,SB-239,New Livable California Dba Livable California,0,0
Schauble,2023-2024,SB-239,State Building and Construction Trades Council of California,0,0
Schauble,2023-2024,SB-356,California Assisted Living Association,3,0
Schauble,2023-2024,SB-393,Abundant Housing LA,3,0
Schauble,2023-2024,SB-393,California Building Industry Association,3,0
Schauble,2023-2024,SB-393,California Housing Partnership ,3,0
Schauble,2023-2024,SB-393,Circulate San Diego,3,0
Schauble,2023-2024,SB-393,Eden Housing,3,0
Schauble,2023-2024,SB-393,Housing Action Coalition,3,0
Schauble,2023-2024,SB-393,Housing Trust Silicon Valley,3,0
Schauble,2023-2024,SB-393,SPUR,3,0
Schauble,2023-2024,SB-393,The Two Hundred for Homeownership,3,0
Schauble,2023-2024,SB-393,YIMBY Action,3,0
Schauble,2023-2024,SB-482,Abode Communities,3,0
Schauble,2023-2024,SB-482,All Home,3,0
Schauble,2023-2024,SB-482,California Apartment Association,3,0
Schauble,2023-2024,SB-482,California Housing Consortium,3,0
Schauble,2023-2024,SB-482,California Housing Partnership,3,1
Schauble,2023-2024,SB-482,Community Corporation of Santa Monica,3,0
Schauble,2023-2024,SB-482,Community Housing Improvement Program,3,0
Schauble,2023-2024,SB-482,Community Housing Works,3,0
Schauble,2023-2024,SB-482,Corporation for Supportive Housing,3,0
Schauble,2023-2024,SB-482,Council of Infill Builders,3,0
Schauble,2023-2024,SB-482,Danco Communities,3,0
Schauble,2023-2024,SB-482,Destination: Home,3,0
Schauble,2023-2024,SB-482,EAH Housing,3,0
Schauble,2023-2024,SB-482,East Bay Asian Local Development Corporation,3,0
Schauble,2023-2024,SB-482,East Bay YIMBY,3,0
Schauble,2023-2024,SB-482,Eden Housing,3,0
Schauble,2023-2024,SB-482,Grow the Richmond,3,0
Schauble,2023-2024,SB-482,Housing Authority of The City of Santa Barbara,3,0
Schauble,2023-2024,SB-482,Housing California,3,0
Schauble,2023-2024,SB-482,How to ADU,3,0
Schauble,2023-2024,SB-482,Jamboree Housing Corporation,3,0
Sinha,2023-2024,AB-1085,AARP California,3,0
Sinha,2023-2024,AB-1085,Alameda County Board of Supervisors,3,0
Sinha,2023-2024,AB-1085,All Home,3,0
Sinha,2023-2024,AB-1085,Association of Bay Area Governments,3,0
Sinha,2023-2024,AB-1085,Bet Tzedek Legal Services,3,0
Sinha,2023-2024,AB-1085,Bridge Housing,3,0
Sinha,2023-2024,AB-1085,Brilliant Corners,3,0
Sinha,2023-2024,AB-1085,Burbank Housing Development Corporation,3,0
Sinha,2023-2024,AB-1085,California Advocates for Nursing Home Reform,3,0
Sinha,2023-2024,AB-1085,California Health+ Advocates,3,0
Sinha,2023-2024,AB-1085,California Hospital Association,3,0
Sinha,2023-2024,AB-1085,California Housing Partnership ,3,0
Sinha,2023-2024,AB-1085,California State Association of Psychiatrists,3,0
Sinha,2023-2024,AB-1085,City and County of San Francisco,3,0
Sinha,2023-2024,AB-1085,City of San Jose,3,0
Sinha,2023-2024,AB-1085,City of West Hollywood,3,0
Sinha,2023-2024,AB-1085,Coalition of California Welfare Rights Organizations,3,0
Sinha,2023-2024,AB-1085,"Community Economics, INC.",3,0
Sinha,2023-2024,AB-1085,Community Legal Aid SoCal,3,0
Sinha,2023-2024,AB-1085,Corporation for Supportive Housing,3,1
Sinha,2023-2024,AB-1085,Corporation for Supportive Housing,3,0
Sinha,2023-2024,AB-1085,"Cty Housing, INC.",3,0
Sinha,2023-2024,AB-1085,Delivering Innovation in Supportive Housing,3,0
Sinha,2023-2024,AB-1085,Department of Finance,0,0
Sinha,2023-2024,AB-1085,Disability Rights California,3,0
Sinha,2023-2024,AB-1085,Disability Rights Education and Defense Fund,3,0
Sinha,2023-2024,AB-1085,Downtown Women's Center,3,0
Sinha,2023-2024,AB-1085,East Bay for Everyone,3,0
Sinha,2023-2024,AB-1085,East Bay Housing Organizations,3,0
Sinha,2023-2024,AB-1085,Eden Housing,3,0
Sinha,2023-2024,AB-1085,"Enterprise Community Partners, INC.",3,0
Sinha,2023-2024,AB-1085,Episcopal Community Services,3,0
Sinha,2023-2024,AB-1085,HomeRise,3,0
Sinha,2023-2024,AB-1085,Hope Solutions,3,0
Sinha,2023-2024,AB-1085,HOPICS,3,0
Sinha,2023-2024,AB-1085,Housing California,3,0
Sinha,2023-2024,AB-1085,Housing Leadership Council of San Mateo County,3,0
Sinha,2023-2024,AB-1085,Justice in Aging,3,0
Sinha,2023-2024,AB-1085,Legal Aid Society of San Mateo County,3,0
Sinha,2023-2024,AB-1085,LINC Housing,3,0
Sinha,2023-2024,AB-1085,Los Angeles Continuum of Care,3,0
Sinha,2023-2024,AB-1085,Los Angeles Homeless Services Authority,3,0
Sinha,2023-2024,AB-1085,Maternal and Child Health Access,3,0
Sinha,2023-2024,AB-1085,Mercy Housing ,3,0
Sinha,2023-2024,AB-1085,Merritt Community Capital Corporation,3,0
Sinha,2023-2024,AB-1085,Metropolitan Transportation Commission,3,0
Sinha,2023-2024,AB-1085,MidPen Housing Corporation,3,0
Sinha,2023-2024,AB-1085,National Alliance to End Homelessness,3,0
Sinha,2023-2024,AB-1085,National Health Law Program,3,0
Sinha,2023-2024,AB-1085,Non-Profit Housing Association of Northern California,3,0
Sinha,2023-2024,AB-1085,People Assisting the Homeless,3,0
Sinha,2023-2024,AB-1085,PRC,3,0
Sinha,2023-2024,AB-1085,Resources for Community Development,3,0
Sinha,2023-2024,AB-1085,San Diego Housing Commission,3,0
Sinha,2023-2024,AB-1085,Satellite Affordable Housing Associates,3,0
Sinha,2023-2024,AB-1085,Self-Help Enterprises,3,0
Sinha,2023-2024,AB-1085,Sisters of St. Joseph of Orange Healthcare Foundation,3,0
Sinha,2023-2024,AB-1085,Southern California Association of Non-Profit Housing,3,0
Sinha,2023-2024,AB-1085,St. Joseph Center,3,0
Sinha,2023-2024,AB-1085,Steinberg Institute,3,0
Sinha,2023-2024,AB-1085,Tenderloin Neighborhood Development Corporation,3,0
Sinha,2023-2024,AB-1085,The John Stewart Company,3,0
Sinha,2023-2024,AB-1085,The People Concern,3,0
Sinha,2023-2024,AB-1085,The San Francisco Housing Accelerator Fund,3,0
Sinha,2023-2024,AB-1085,The San Joaquin Valley Housing Collaborative,3,0
Sinha,2023-2024,AB-1085,The Unity Council,3,0
Sinha,2023-2024,AB-1085,Wakeland Housing and Development Corporation,3,0
Sinha,2023-2024,AB-1085,Western Center on Law and Poverty,3,0
Sinha,2023-2024,AB-1085,Western Center on Law and Poverty,3,1
Sinha,2023-2024,AB-1377,California Contract Cities Association,0,0
Sinha,2023-2024,AB-1377,California Transit Association,3,0
Sinha,2023-2024,AB-1377,Central City Association,3,0
Sinha,2023-2024,AB-1377,County of Los Angeles Board of Supervisors,3,0
Sinha,2023-2024,AB-1377,Foothill Transit,3,0
Sinha,2023-2024,AB-1377,Los Angeles County,3,0
Sinha,2023-2024,AB-1377,Los Angeles County Metropolitan Transportation Authority,3,1
Sinha,2023-2024,AB-1377,Metropolitan Transportation Commission,3,0
Sinha,2023-2024,AB-1377,Peninsula Corridor Joint Powers Board,3,0
Sinha,2023-2024,AB-1377,San Francisco Bay Area Rapid Transit District,3,0
Sinha,2023-2024,AB-1377,San Mateo County Transit District,3,0
Sinha,2023-2024,AB-1620,Affordable Housing Management Association-Pacific Southwest,0,0
Sinha,2023-2024,AB-1620,Apartment Association of Orange County,0,0
Sinha,2023-2024,AB-1620,California Association of Realtors,0,0
Sinha,2023-2024,AB-1620,California Senior Legislature,3,0
Sinha,2023-2024,AB-1620,City of Beverly Hills,3,0
Sinha,2023-2024,AB-1620,City of Los Angeles,3,0
Sinha,2023-2024,AB-1620,City of Santa Monica ,3,1
Sinha,2023-2024,AB-1620,City of West Hollywood ,3,1
Sinha,2023-2024,AB-1620,Coalition for Economic Survival,3,0
Sinha,2023-2024,AB-1620,County of Los Angeles Board of Supervisors,3,0
Sinha,2023-2024,AB-1620,Disability Rights California,3,0
Sinha,2023-2024,AB-1620,East Bay for Everyone,3,0
Sinha,2023-2024,AB-1620,East Bay Rental Housing Association,0,0
Sinha,2023-2024,AB-1620,Santa Monica Democratic Club,3,0
Sinha,2023-2024,AB-1620,Santa Monica Rent Control Board,3,0
Sinha,2023-2024,AB-1620,Voices for Progress Education Fund,3,0
Sinha,2023-2024,AB-2399,"Golden State Manufactured Home Owners League, INC.",3,0
Sinha,2023-2024,AB-2399,Western Manufactured Housing Communities Association,0,0
Sinha,2023-2024,AB-2926,Bay Area Regional Health Inequities Initiative,3,0
Sinha,2023-2024,AB-2926,California Housing Consortium,3,0
Sinha,2023-2024,AB-2926,California Housing Partnership,3,1
Sinha,2023-2024,AB-2926,California Rural Legal Assistance Foundation,3,1
Sinha,2023-2024,AB-2926,East Bay Housing Organization,3,0
Sinha,2023-2024,AB-2926,Eden Housing,3,0
Sinha,2023-2024,AB-2926,Housing California,3,0
Sinha,2023-2024,AB-2926,Housing Now! CA,3,0
Sinha,2023-2024,AB-2926,Long Beach Forward,3,0
Sinha,2023-2024,AB-2926,Merritt Community Capital Corporation,3,0
Sinha,2023-2024,AB-2926,National Housing Law Project,3,1
Sinha,2023-2024,AB-2926,Southern California Association of Non-Profit Housing,3,0
Sinha,2023-2024,AB-2926,TechEquity Action,3,0
Sinha,2023-2024,AB-2926,The Children’s Partnership,3,0
Sinha,2023-2024,AB-2926,Urban Habitat,3,0
Sinha,2023-2024,AB-3200,California Water Association,1,0
Sinha,2023-2024,AB-3200,"Golden State Manufactured Home Owners League, INC.",0,0
Sinha,2023-2024,AB-3200,Western Manufactured Housing Communities Association,3,0
Sinha,2023-2024,AB-358,Antelope Valley Community College District,3,0
Sinha,2023-2024,AB-358,Association of California Community College Administrators,3,0
Sinha,2023-2024,AB-358,California Apartment Association,3,0
Sinha,2023-2024,AB-358,California Chamber of Commerce,3,0
Sinha,2023-2024,AB-358,California Community Colleges Chancellor's Office,3,0
Sinha,2023-2024,AB-358,California YIMBY,3,0
Sinha,2023-2024,AB-358,Chabot Las Positas Community College District,3,0
Sinha,2023-2024,AB-358,College of the Canyons,3,0
Sinha,2023-2024,AB-358,College of the Redwoods,3,0
Sinha,2023-2024,AB-358,Community College Facility Coalition,3,0
Sinha,2023-2024,AB-358,Community College League of California,3,0
Sinha,2023-2024,AB-358,Compton Community College District,3,0
Sinha,2023-2024,AB-358,Contra Costa Community College District,3,0
Sinha,2023-2024,AB-358,Faculty Association of California Community Colleges,3,0
Sinha,2023-2024,AB-358,Kern Community College District,3,0
Sinha,2023-2024,AB-358,Long Beach Community College District,3,0
Sinha,2023-2024,AB-358,Monterey Peninsula Community College District,3,0
Sinha,2023-2024,AB-358,Public Advocates,3,0
Sinha,2023-2024,AB-358,Rio Hondo College,3,0
Sinha,2023-2024,AB-358,Riverside Community College District,3,0
Sinha,2023-2024,AB-358,San Bernardino Community College District,3,0
Sinha,2023-2024,AB-358,San Diego Community College District,3,0
Sinha,2023-2024,AB-358,San Jose Chamber of Commerce,3,0
Sinha,2023-2024,AB-358,San Jose-Evergreen Community College District,3,0
Sinha,2023-2024,AB-358,Santa Barbara City College,3,0
Sinha,2023-2024,AB-358,Santa Monica Community College District,3,0
Sinha,2023-2024,AB-358,Southwestern Community College District,3,0
Sinha,2023-2024,AB-358,Student Senate for California Community Colleges,3,0
Sinha,2023-2024,AB-358,Ventura County Community College District,3,0
Sinha,2023-2024,AB-358,Yuba Community College District,3,0
Sinha,2023-2024,AB-963,Alliance of Child and Family Services,3,0
Sinha,2023-2024,AB-963,Amity Foundation,3,0
Sinha,2023-2024,AB-963,Aspiranet,3,0
Sinha,2023-2024,AB-963,California Youth Connection (CYC),3,0
Sinha,2023-2024,AB-963,Children's Law Center of California,3,0
Sinha,2023-2024,AB-963,County of Los Angeles Board of Supervisors,3,0
Sinha,2023-2024,AB-963,County of Santa Clara,3,0
Sinha,2023-2024,AB-963,First Place for Youth,3,0
Sinha,2023-2024,AB-963,Foster Care Counts,3,0
Sinha,2023-2024,AB-963,Hollywood Homeless Youth Partnership,3,0
Sinha,2023-2024,AB-963,League of California Cities,3,0
Sinha,2023-2024,AB-963,Los Angeles Coalition to End Youth Homelessness,3,0
Sinha,2023-2024,AB-963,Los Angeles County,3,0
Sinha,2023-2024,AB-963,Social Change Partners,3,0
Sinha,2023-2024,AB-963,The Rightway Foundation,3,0
Sinha,2023-2024,AB-963,The United Way of Greater Los Angeles,3,0
Sinha,2023-2024,SB-1210,YIMBY Action,3,0
Sinha,2023-2024,SB-1210,East Bay YIMBY,3,0
Sinha,2023-2024,SB-1210,Mountain View YIMBY,3,0
Sinha,2023-2024,SB-1210,San Francisco YIMBY,3,0
Sinha,2023-2024,SB-1210,SLO County YIMBY,3,0
Sinha,2023-2024,SB-1210,Santa Cruz YIMBY,3,0
Sinha,2023-2024,SB-1210,Santa Rosa YIMBY,3,0
Sinha,2023-2024,SB-1210,South Bay YIMBY,3,0
Sinha,2023-2024,SB-1210,Ventura County YIMBY,3,0
Sinha,2023-2024,SB-20,California Association of Realtors,0,0
Sinha,2023-2024,SB-20,California Contract Cities Association,3,0
Sinha,2023-2024,SB-20,California State Board of Equalization,3,0
Sinha,2023-2024,SB-20,CivicWell,3,0
Sinha,2023-2024,SB-20,County of Humboldt,3,0
Sinha,2023-2024,SB-20,East Bay YIMBY,3,0
Sinha,2023-2024,SB-20,Grow the Richmond,3,0
